customerID,call_date,issue_type,resolution_time,resolved
3001-CBHLQ,9/3/2022,Other,27,Yes
3001-CBHLQ,5/8/2022,Billing,11,No
3001-CBHLQ,1/27/2022,Other,51,Yes
3001-CBHLQ,5/25/2022,Technical,28,Yes
3482-ABPKK,6/26/2022,Billing,34,Yes
3482-ABPKK,2/13/2022,Billing,58,Yes
3482-ABPKK,7/13/2022,Contract,33,No
7072-MBHEV,5/22/2022,Technical,8,No
7072-MBHEV,6/22/2022,Billing,13,No
7072-MBHEV,6/12/2022,Contract,42,No
7072-MBHEV,3/16/2022,Technical,45,Yes
7072-MBHEV,9/4/2022,Contract,15,Yes
8217-QYOHV,6/25/2022,Other,13,Yes
9681-OXGVC,12/18/2022,Technical,59,Yes
9681-OXGVC,11/18/2022,Contract,45,No
9681-OXGVC,12/1/2022,Technical,37,No
3192-LNKRK,2/2/2022,Contract,33,Yes
3192-LNKRK,5/4/2022,Contract,6,No
2211-RMNHO,4/9/2022,Technical,20,Yes
2211-RMNHO,6/5/2022,Technical,26,Yes
2211-RMNHO,8/13/2022,Billing,20,No
2211-RMNHO,4/14/2022,Billing,11,No
6961-MJKBO,12/6/2022,Contract,26,No
6961-MJKBO,1/18/2022,Other,59,No
6961-MJKBO,5/13/2022,Technical,21,Yes
6961-MJKBO,1/13/2022,Contract,17,Yes
0480-BIXDE,12/20/2022,Technical,9,Yes
0480-BIXDE,11/30/2022,Technical,13,No
0480-BIXDE,12/5/2022,Other,29,Yes
0480-BIXDE,7/20/2022,Contract,47,Yes
7296-PIXQY,3/19/2022,Technical,7,No
7296-PIXQY,3/11/2022,Contract,13,No
7296-PIXQY,1/28/2022,Other,36,No
7296-PIXQY,10/14/2022,Billing,18,Yes
6674-KVJHG,1/22/2022,Technical,17,Yes
6674-KVJHG,9/20/2022,Technical,59,No
6674-KVJHG,9/20/2022,Technical,7,Yes
6674-KVJHG,9/12/2022,Other,14,Yes
0607-DAAHE,11/23/2022,Other,11,No
3370-GQEAL,8/17/2022,Billing,48,Yes
9391-DXGGG,4/27/2022,Billing,47,Yes
7841-FCRQD,3/12/2022,Other,20,Yes
7841-FCRQD,6/5/2022,Other,14,No
5876-HZVZM,8/9/2022,Technical,29,No
5876-HZVZM,5/3/2022,Contract,53,Yes
5876-HZVZM,9/13/2022,Other,42,Yes
5876-HZVZM,3/25/2022,Other,39,No
5876-HZVZM,1/24/2022,Billing,49,Yes
5159-YFPKQ,3/15/2022,Billing,11,Yes
3635-JBPSG,10/29/2022,Technical,5,Yes
3635-JBPSG,12/1/2022,Technical,13,Yes
3635-JBPSG,4/21/2022,Technical,13,Yes
3635-JBPSG,4/15/2022,Other,43,No
4010-YLMVT,4/3/2022,Contract,24,No
4010-YLMVT,8/31/2022,Other,39,Yes
0278-YXOOG,2/11/2022,Contract,16,Yes
0278-YXOOG,7/22/2022,Billing,45,Yes
4936-YPJNK,12/14/2022,Technical,60,Yes
9912-GVSEQ,6/9/2022,Contract,55,No
9912-GVSEQ,5/12/2022,Technical,23,No
6181-AXXYF,8/18/2022,Billing,11,No
6181-AXXYF,11/29/2022,Other,52,No
6181-AXXYF,6/17/2022,Technical,23,Yes
3797-FKOGQ,4/21/2022,Technical,59,Yes
3797-FKOGQ,10/13/2022,Technical,16,Yes
3797-FKOGQ,4/23/2022,Contract,5,Yes
3797-FKOGQ,3/21/2022,Contract,38,No
3853-LYGAM,8/11/2022,Billing,53,No
3853-LYGAM,5/10/2022,Billing,56,Yes
3853-LYGAM,8/30/2022,Contract,12,Yes
3853-LYGAM,1/26/2022,Billing,38,Yes
3853-LYGAM,2/12/2022,Technical,58,Yes
8169-SAEJD,8/13/2022,Billing,40,No
0780-XNZFN,12/3/2022,Billing,44,Yes
0780-XNZFN,7/20/2022,Billing,14,Yes
0780-XNZFN,1/17/2022,Contract,54,Yes
2308-STERM,12/7/2022,Other,35,No
2308-STERM,6/20/2022,Technical,43,Yes
3506-OVLKD,1/29/2022,Billing,33,Yes
3506-OVLKD,9/2/2022,Billing,43,No
3506-OVLKD,12/18/2022,Other,9,Yes
3506-OVLKD,6/25/2022,Technical,46,Yes
9114-VEPUF,9/15/2022,Contract,18,No
9114-VEPUF,10/18/2022,Billing,30,Yes
9114-VEPUF,4/28/2022,Contract,57,No
9114-VEPUF,8/26/2022,Billing,11,Yes
9114-VEPUF,5/13/2022,Contract,19,No
8399-YNDCH,11/16/2022,Other,56,Yes
8399-YNDCH,7/10/2022,Billing,55,Yes
0733-VUNUW,5/21/2022,Other,44,Yes
0733-VUNUW,7/2/2022,Contract,36,No
0733-VUNUW,1/4/2022,Other,38,Yes
1657-DYMBM,4/6/2022,Technical,11,Yes
1657-DYMBM,6/13/2022,Other,41,No
1657-DYMBM,4/29/2022,Contract,23,No
1657-DYMBM,1/26/2022,Contract,21,No
1657-DYMBM,3/28/2022,Technical,41,Yes
7169-YWAMK,5/6/2022,Other,32,No
7169-YWAMK,6/27/2022,Billing,43,Yes
7169-YWAMK,4/28/2022,Contract,57,No
7169-YWAMK,12/6/2022,Technical,30,No
7379-POKDZ,4/10/2022,Contract,59,No
7379-POKDZ,5/26/2022,Other,42,No
7379-POKDZ,4/21/2022,Other,10,Yes
7379-POKDZ,12/25/2022,Technical,44,No
5248-RPYWW,7/11/2022,Technical,26,Yes
5248-RPYWW,8/26/2022,Billing,16,Yes
5248-RPYWW,9/29/2022,Billing,28,No
5248-RPYWW,5/25/2022,Other,46,Yes
5248-RPYWW,5/25/2022,Other,9,Yes
4831-EOBFE,3/17/2022,Billing,54,No
5380-AFSSK,10/22/2022,Other,55,Yes
5380-AFSSK,5/27/2022,Billing,23,No
5380-AFSSK,2/25/2022,Contract,13,Yes
5380-AFSSK,8/27/2022,Billing,49,No
5380-AFSSK,6/10/2022,Technical,51,Yes
1157-BQCUW,9/7/2022,Contract,28,No
1157-BQCUW,7/20/2022,Technical,47,Yes
1157-BQCUW,4/24/2022,Billing,24,No
9470-RTWDV,3/27/2022,Contract,31,No
9470-RTWDV,12/10/2022,Technical,28,No
9470-RTWDV,7/19/2022,Contract,59,No
6999-CHVCF,3/15/2022,Other,5,No
6999-CHVCF,4/26/2022,Other,56,Yes
6999-CHVCF,5/27/2022,Contract,46,Yes
6421-SZVEM,6/10/2022,Technical,13,No
6421-SZVEM,6/29/2022,Billing,56,Yes
6421-SZVEM,3/29/2022,Billing,27,No
4199-QHJNM,8/29/2022,Technical,42,No
4199-QHJNM,12/24/2022,Contract,36,Yes
4199-QHJNM,9/25/2022,Billing,49,Yes
6681-ZSEXG,6/2/2022,Billing,23,No
6681-ZSEXG,7/29/2022,Contract,6,Yes
1894-IGFSG,8/8/2022,Technical,60,No
2378-YIZKA,1/13/2022,Contract,54,Yes
2378-YIZKA,1/22/2022,Other,37,No
2378-YIZKA,10/30/2022,Technical,20,Yes
9492-TOKRI,2/5/2022,Technical,44,Yes
9492-TOKRI,8/26/2022,Technical,51,No
9492-TOKRI,2/26/2022,Technical,50,No
7841-TZDMQ,6/21/2022,Technical,48,Yes
7841-TZDMQ,11/20/2022,Other,52,No
3870-SPZSI,10/26/2022,Other,5,No
3870-SPZSI,10/23/2022,Billing,32,No
3870-SPZSI,7/14/2022,Technical,17,No
3745-HRPHI,11/15/2022,Other,39,Yes
3745-HRPHI,8/17/2022,Billing,8,Yes
9619-GSATL,8/15/2022,Technical,54,Yes
9619-GSATL,3/27/2022,Other,5,No
5149-QYTTU,1/23/2022,Billing,21,Yes
5149-QYTTU,6/5/2022,Technical,5,Yes
1216-JWVUX,12/26/2022,Contract,16,Yes
1216-JWVUX,8/22/2022,Contract,54,No
1216-JWVUX,8/23/2022,Contract,36,No
1216-JWVUX,12/3/2022,Technical,7,Yes
7609-YBPXG,10/18/2022,Contract,14,Yes
7609-YBPXG,2/14/2022,Technical,45,No
7609-YBPXG,1/18/2022,Billing,22,Yes
5317-FLPJF,6/18/2022,Billing,12,No
5317-FLPJF,1/1/2023,Contract,27,Yes
5317-FLPJF,4/12/2022,Billing,31,Yes
5317-FLPJF,2/20/2022,Contract,25,Yes
5317-FLPJF,3/2/2022,Other,12,Yes
6176-YJWAS,6/21/2022,Billing,37,Yes
6176-YJWAS,11/3/2022,Technical,36,Yes
6176-YJWAS,1/1/2023,Contract,14,Yes
6176-YJWAS,11/19/2022,Contract,30,No
6176-YJWAS,3/31/2022,Technical,5,No
5985-TBABQ,11/21/2022,Other,6,No
5985-TBABQ,12/30/2022,Billing,38,Yes
5985-TBABQ,6/1/2022,Contract,56,No
7872-RDDLZ,8/21/2022,Technical,55,Yes
7872-RDDLZ,2/17/2022,Billing,46,No
7872-RDDLZ,1/4/2022,Contract,11,No
0601-WZHJF,10/2/2022,Contract,14,No
0601-WZHJF,12/18/2022,Contract,52,No
0601-WZHJF,12/11/2022,Other,38,Yes
9755-JHNMN,7/30/2022,Technical,59,No
9755-JHNMN,6/22/2022,Billing,29,No
9755-JHNMN,1/9/2022,Contract,48,No
9755-JHNMN,11/24/2022,Billing,26,No
8999-BOHSE,12/26/2022,Other,5,Yes
8999-BOHSE,10/21/2022,Billing,34,No
8999-BOHSE,2/2/2022,Other,5,Yes
8999-BOHSE,6/12/2022,Technical,19,No
8999-BOHSE,12/1/2022,Other,60,Yes
9500-WBGRP,10/1/2022,Other,58,No
9500-WBGRP,4/23/2022,Technical,24,No
9500-WBGRP,2/5/2022,Technical,16,No
9500-WBGRP,8/9/2022,Technical,45,Yes
5055-BRMNE,4/16/2022,Other,10,No
5055-BRMNE,9/30/2022,Billing,18,Yes
5055-BRMNE,8/28/2022,Technical,23,No
5055-BRMNE,4/26/2022,Technical,25,Yes
0440-EKDCF,3/19/2022,Contract,44,No
0440-EKDCF,10/19/2022,Other,37,Yes
0440-EKDCF,1/22/2022,Technical,54,No
0440-EKDCF,12/5/2022,Contract,55,No
8905-IAZPF,11/5/2022,Technical,46,No
8905-IAZPF,3/16/2022,Billing,19,Yes
8905-IAZPF,8/20/2022,Other,36,Yes
1790-NESIO,9/13/2022,Billing,10,No
1790-NESIO,5/5/2022,Other,18,Yes
8878-RYUKI,2/27/2022,Technical,31,Yes
8337-MSSXB,9/6/2022,Technical,55,No
8337-MSSXB,6/5/2022,Billing,14,Yes
8337-MSSXB,12/20/2022,Other,42,Yes
3404-JNXAX,6/7/2022,Contract,10,No
3404-JNXAX,8/2/2022,Technical,5,Yes
3404-JNXAX,12/1/2022,Technical,23,No
3404-JNXAX,5/27/2022,Technical,5,Yes
1309-XGFSN,1/13/2022,Contract,11,No
1309-XGFSN,2/21/2022,Contract,35,Yes
1309-XGFSN,8/10/2022,Other,21,No
3186-BAXNB,9/17/2022,Billing,10,Yes
9300-AGZNL,11/20/2022,Technical,29,No
9300-AGZNL,8/31/2022,Billing,10,Yes
9300-AGZNL,6/11/2022,Billing,37,No
6038-GCYEC,10/6/2022,Billing,50,Yes
1262-OPMFY,4/16/2022,Technical,36,No
1262-OPMFY,8/21/2022,Billing,35,No
1262-OPMFY,12/16/2022,Contract,23,No
1262-OPMFY,8/4/2022,Other,19,No
1262-OPMFY,12/14/2022,Contract,48,Yes
7109-MFBYV,4/27/2022,Technical,35,Yes
7109-MFBYV,1/9/2022,Other,45,No
7109-MFBYV,5/4/2022,Other,32,Yes
7109-MFBYV,9/27/2022,Contract,28,Yes
2207-QPJED,11/6/2022,Technical,52,No
4678-DVQEO,12/2/2022,Other,58,Yes
4678-DVQEO,8/4/2022,Other,44,No
8642-GVWRF,3/18/2022,Contract,40,No
8642-GVWRF,2/7/2022,Technical,25,No
8642-GVWRF,12/11/2022,Contract,57,Yes
9305-CDSKC,5/28/2022,Contract,48,Yes
9305-CDSKC,1/16/2022,Billing,37,Yes
9305-CDSKC,10/30/2022,Contract,20,Yes
9305-CDSKC,6/18/2022,Other,16,Yes
1414-YADCW,11/17/2022,Technical,31,Yes
1414-YADCW,7/23/2022,Technical,40,No
1414-YADCW,5/25/2022,Billing,21,Yes
8314-HTWVE,11/5/2022,Billing,55,No
8314-HTWVE,3/18/2022,Billing,51,Yes
8314-HTWVE,12/18/2022,Contract,15,Yes
5960-WPXQM,6/17/2022,Other,29,No
5960-WPXQM,11/22/2022,Billing,28,No
5960-WPXQM,5/24/2022,Billing,48,No
5960-WPXQM,8/30/2022,Other,32,Yes
5960-WPXQM,5/27/2022,Contract,15,No
2011-TRQYE,7/4/2022,Contract,19,Yes
2011-TRQYE,2/13/2022,Contract,55,Yes
2011-TRQYE,7/30/2022,Other,56,No
2011-TRQYE,2/1/2022,Contract,18,No
1352-HNSAW,9/28/2022,Billing,32,Yes
1352-HNSAW,2/21/2022,Technical,48,Yes
8205-OTCHB,5/13/2022,Technical,41,Yes
8205-OTCHB,1/9/2022,Technical,52,No
8205-OTCHB,12/6/2022,Contract,6,Yes
8205-OTCHB,7/2/2022,Technical,49,No
4137-JOPHL,9/1/2022,Technical,56,Yes
4137-JOPHL,7/25/2022,Contract,52,No
8592-PLTMQ,5/7/2022,Other,37,No
8592-PLTMQ,7/30/2022,Billing,22,Yes
8592-PLTMQ,5/13/2022,Billing,36,No
8592-PLTMQ,9/10/2022,Billing,23,Yes
6166-ILMNY,2/9/2022,Technical,50,Yes
6166-ILMNY,9/28/2022,Billing,30,No
6166-ILMNY,3/7/2022,Billing,45,No
2657-ALMWY,1/18/2022,Other,56,Yes
6386-SZZKH,3/20/2022,Technical,35,Yes
6386-SZZKH,6/5/2022,Contract,52,Yes
6386-SZZKH,3/27/2022,Contract,36,No
6386-SZZKH,11/18/2022,Billing,27,No
3030-YDNRM,10/15/2022,Billing,59,Yes
3030-YDNRM,7/13/2022,Other,42,Yes
3030-YDNRM,2/3/2022,Contract,10,No
3030-YDNRM,8/20/2022,Technical,26,No
8165-ZJRNM,7/5/2022,Technical,16,Yes
8165-ZJRNM,10/4/2022,Billing,41,No
7156-MXBJE,5/7/2022,Contract,15,Yes
7156-MXBJE,12/8/2022,Other,56,Yes
0420-TXVSG,7/21/2022,Other,5,No
0420-TXVSG,2/13/2022,Technical,32,Yes
0420-TXVSG,2/27/2022,Other,37,No
1899-VXWXM,9/26/2022,Contract,32,Yes
1899-VXWXM,6/24/2022,Billing,29,Yes
1899-VXWXM,1/22/2022,Other,5,Yes
1899-VXWXM,8/3/2022,Technical,10,Yes
1899-VXWXM,11/11/2022,Technical,45,No
4690-LLKUA,1/19/2022,Other,22,No
4690-LLKUA,12/19/2022,Contract,11,No
4690-LLKUA,5/28/2022,Other,48,Yes
4690-LLKUA,9/1/2022,Billing,52,No
4690-LLKUA,10/19/2022,Technical,18,Yes
4452-QIIEB,6/15/2022,Other,47,No
4452-QIIEB,5/7/2022,Billing,30,No
4452-QIIEB,2/17/2022,Contract,35,Yes
4452-QIIEB,11/2/2022,Technical,29,Yes
4452-QIIEB,10/27/2022,Other,5,No
7576-JMYWV,11/13/2022,Billing,30,No
7576-JMYWV,6/26/2022,Other,22,No
7576-JMYWV,7/31/2022,Contract,33,No
7576-JMYWV,3/1/2022,Technical,41,Yes
7576-JMYWV,6/15/2022,Technical,8,Yes
7577-SWIFR,12/30/2022,Technical,18,No
7577-SWIFR,4/13/2022,Technical,60,Yes
7577-SWIFR,3/17/2022,Contract,19,No
7577-SWIFR,4/26/2022,Other,39,Yes
0939-EREMR,8/12/2022,Technical,30,No
0939-EREMR,7/6/2022,Contract,26,No
0939-EREMR,1/11/2022,Technical,12,Yes
0939-EREMR,10/21/2022,Technical,39,No
0939-EREMR,5/11/2022,Other,10,No
2405-LBMUW,10/14/2022,Technical,40,No
2405-LBMUW,12/18/2022,Other,19,No
2405-LBMUW,5/23/2022,Other,18,No
2405-LBMUW,6/24/2022,Other,54,Yes
8563-OYMQY,2/22/2022,Contract,14,No
8194-PEEBY,9/6/2022,Contract,37,No
8194-PEEBY,7/20/2022,Billing,56,No
8194-PEEBY,4/24/2022,Technical,32,No
8194-PEEBY,4/18/2022,Other,29,No
8194-PEEBY,8/25/2022,Other,41,Yes
8124-NZVGJ,7/6/2022,Contract,13,No
8124-NZVGJ,3/23/2022,Contract,43,Yes
8124-NZVGJ,11/23/2022,Billing,59,No
8124-NZVGJ,12/27/2022,Technical,18,No
8124-NZVGJ,8/22/2022,Other,16,Yes
5753-QQWPW,10/30/2022,Contract,27,Yes
5753-QQWPW,12/30/2022,Billing,9,No
5753-QQWPW,7/4/2022,Contract,51,Yes
7606-BPHHN,2/17/2022,Other,57,No
7606-BPHHN,3/16/2022,Contract,48,Yes
7606-BPHHN,7/12/2022,Billing,19,No
7606-BPHHN,12/10/2022,Contract,26,No
5751-USDBL,7/4/2022,Other,24,No
5751-USDBL,10/1/2022,Billing,34,Yes
5751-USDBL,1/27/2022,Contract,19,Yes
2391-SOORI,2/16/2022,Contract,35,Yes
2391-SOORI,7/19/2022,Contract,10,No
2391-SOORI,10/8/2022,Other,36,Yes
2391-SOORI,5/4/2022,Technical,50,No
2391-SOORI,8/10/2022,Other,30,No
1895-QTKDO,10/20/2022,Contract,36,No
1895-QTKDO,11/29/2022,Contract,7,Yes
1895-QTKDO,9/18/2022,Technical,49,No
1895-QTKDO,1/3/2022,Other,52,No
1895-QTKDO,3/4/2022,Technical,55,No
3391-JSQEW,3/9/2022,Contract,42,Yes
3391-JSQEW,11/21/2022,Contract,46,Yes
3391-JSQEW,6/13/2022,Technical,26,Yes
1334-PDUKM,10/6/2022,Other,7,Yes
1334-PDUKM,9/4/2022,Technical,11,No
9776-OJUZI,6/29/2022,Technical,49,No
9776-OJUZI,2/12/2022,Billing,32,No
9776-OJUZI,12/17/2022,Billing,53,No
9776-OJUZI,9/24/2022,Other,60,Yes
4445-KWOKW,1/21/2022,Contract,41,Yes
4445-KWOKW,8/8/2022,Technical,37,No
4445-KWOKW,12/2/2022,Billing,15,No
4445-KWOKW,6/12/2022,Other,27,Yes
5268-DSMNQ,10/12/2022,Other,27,No
5268-DSMNQ,11/30/2022,Billing,48,Yes
5268-DSMNQ,10/13/2022,Technical,54,No
3778-FOAQW,9/16/2022,Contract,60,Yes
3778-FOAQW,1/22/2022,Contract,37,Yes
5242-UOWHD,9/22/2022,Technical,59,No
5242-UOWHD,1/1/2022,Other,5,No
5242-UOWHD,9/13/2022,Contract,30,No
5242-UOWHD,12/28/2022,Other,17,Yes
5242-UOWHD,5/15/2022,Technical,40,No
1846-XWOQN,12/7/2022,Technical,60,Yes
1846-XWOQN,6/2/2022,Other,18,Yes
1846-XWOQN,7/4/2022,Technical,23,No
9503-XJUME,11/18/2022,Technical,10,Yes
1625-JAIIY,12/24/2022,Other,16,No
1625-JAIIY,5/21/2022,Other,44,No
6332-FBZRI,2/12/2022,Other,48,No
0897-FEGMU,3/15/2022,Other,47,Yes
0897-FEGMU,8/6/2022,Billing,23,No
9101-NTIXF,5/21/2022,Contract,9,Yes
6297-NOOPG,11/12/2022,Other,47,No
6297-NOOPG,8/1/2022,Other,38,Yes
6297-NOOPG,12/3/2022,Contract,40,No
0835-JKADZ,7/5/2022,Other,53,No
0835-JKADZ,4/13/2022,Contract,29,No
0835-JKADZ,8/3/2022,Contract,44,Yes
0835-JKADZ,4/9/2022,Billing,5,No
9367-WXLCH,10/8/2022,Technical,23,No
0233-FTHAV,8/16/2022,Contract,10,No
0233-FTHAV,2/18/2022,Contract,23,Yes
0233-FTHAV,8/12/2022,Technical,11,Yes
6030-REHUX,4/28/2022,Billing,37,Yes
6030-REHUX,6/23/2022,Billing,16,No
6030-REHUX,8/7/2022,Technical,50,No
6030-REHUX,10/31/2022,Technical,42,No
3086-RUCRN,8/28/2022,Billing,15,No
2582-FFFZR,8/25/2022,Technical,23,No
6599-CEBNN,7/4/2022,Billing,29,No
6599-CEBNN,7/15/2022,Billing,16,Yes
6599-CEBNN,4/19/2022,Other,18,No
6599-CEBNN,1/14/2022,Other,33,Yes
0082-OQIQY,5/16/2022,Billing,42,No
0082-OQIQY,6/9/2022,Technical,44,Yes
0082-OQIQY,11/23/2022,Contract,54,Yes
8608-OZTLB,10/12/2022,Billing,5,Yes
8608-OZTLB,2/27/2022,Other,43,Yes
8608-OZTLB,1/7/2022,Contract,14,No
8608-OZTLB,10/21/2022,Technical,15,Yes
7722-CVFXN,1/20/2022,Technical,37,No
7722-CVFXN,8/29/2022,Contract,58,Yes
7722-CVFXN,1/29/2022,Technical,40,No
1013-QCWAM,3/17/2022,Other,28,Yes
1013-QCWAM,6/7/2022,Contract,58,Yes
9248-OJYKK,4/2/2022,Contract,12,Yes
1996-DBMUS,2/4/2022,Other,42,Yes
1996-DBMUS,12/13/2022,Technical,34,Yes
1996-DBMUS,2/13/2022,Billing,43,No
0880-TKATG,4/13/2022,Technical,52,No
0880-TKATG,9/17/2022,Other,23,No
0880-TKATG,6/12/2022,Billing,15,No
0880-TKATG,4/9/2022,Billing,19,No
0880-TKATG,5/5/2022,Contract,55,No
9577-WJVCQ,12/25/2022,Other,5,Yes
9244-ZVAPM,7/17/2022,Billing,28,Yes
1934-SJVJK,9/23/2022,Technical,46,Yes
1934-SJVJK,5/4/2022,Billing,47,Yes
9279-CJEOJ,10/11/2022,Other,46,No
1265-BCFEO,1/4/2022,Other,26,No
1265-BCFEO,2/22/2022,Other,25,No
1265-BCFEO,2/26/2022,Contract,52,Yes
1265-BCFEO,1/19/2022,Billing,47,Yes
2398-YPMUR,2/7/2022,Billing,40,Yes
2869-ADAWR,3/3/2022,Billing,48,Yes
4942-VZZOM,11/9/2022,Contract,37,Yes
4942-VZZOM,10/10/2022,Technical,13,No
4942-VZZOM,7/1/2022,Billing,55,Yes
4942-VZZOM,3/24/2022,Technical,34,No
7586-ZATGZ,4/22/2022,Other,54,Yes
3173-WSSUE,2/1/2022,Contract,25,No
3173-WSSUE,5/20/2022,Technical,35,Yes
3173-WSSUE,12/22/2022,Contract,12,Yes
4566-NECEV,12/9/2022,Contract,16,Yes
4566-NECEV,4/22/2022,Contract,18,No
4566-NECEV,10/13/2022,Other,44,Yes
4566-NECEV,3/14/2022,Other,41,Yes
4566-NECEV,3/11/2022,Other,45,Yes
1385-TQOZW,1/8/2022,Contract,37,Yes
1385-TQOZW,1/12/2022,Other,14,Yes
8313-AFGBW,10/12/2022,Other,48,Yes
8313-AFGBW,7/7/2022,Other,26,No
8313-AFGBW,5/28/2022,Other,58,Yes
8313-AFGBW,10/1/2022,Technical,25,Yes
8313-AFGBW,8/15/2022,Contract,29,No
8952-WCVCD,2/27/2022,Other,28,Yes
4049-ZPALD,6/1/2022,Contract,46,Yes
4049-ZPALD,5/23/2022,Billing,17,Yes
9885-CSMWE,11/23/2022,Other,11,Yes
2815-CPTUL,5/28/2022,Contract,52,No
2815-CPTUL,9/6/2022,Contract,10,Yes
2815-CPTUL,8/28/2022,Technical,34,No
2815-CPTUL,1/28/2022,Technical,60,Yes
2815-CPTUL,5/4/2022,Contract,37,No
0699-NDKJM,7/22/2022,Technical,15,No
6752-APNJL,11/30/2022,Billing,54,Yes
6752-APNJL,7/24/2022,Contract,47,No
6752-APNJL,3/11/2022,Contract,27,No
0426-TIRNE,1/23/2022,Technical,51,No
0426-TIRNE,8/28/2022,Billing,21,Yes
0426-TIRNE,11/27/2022,Other,40,Yes
2203-GHNWN,11/17/2022,Other,6,Yes
2203-GHNWN,7/5/2022,Other,20,Yes
2203-GHNWN,11/5/2022,Technical,40,No
2203-GHNWN,1/2/2022,Other,39,No
2203-GHNWN,2/28/2022,Billing,54,Yes
7851-FLGGQ,7/22/2022,Technical,13,Yes
7851-FLGGQ,9/8/2022,Other,35,No
7851-FLGGQ,9/4/2022,Contract,31,Yes
7851-FLGGQ,3/29/2022,Billing,28,Yes
2002-MZHWP,1/13/2022,Contract,14,Yes
2002-MZHWP,11/19/2022,Technical,19,No
9602-WCXPI,4/16/2022,Billing,12,No
6908-VVYHM,3/19/2022,Technical,45,Yes
6908-VVYHM,10/2/2022,Technical,40,Yes
1009-IRMNA,10/24/2022,Contract,57,No
1009-IRMNA,9/9/2022,Billing,15,Yes
1009-IRMNA,5/31/2022,Billing,50,No
0913-XWSCN,3/1/2022,Contract,21,Yes
0913-XWSCN,3/11/2022,Contract,32,No
0913-XWSCN,8/25/2022,Contract,31,No
0913-XWSCN,6/18/2022,Billing,43,No
2408-WITXK,5/11/2022,Contract,14,Yes
2408-WITXK,9/28/2022,Contract,56,No
2408-WITXK,3/28/2022,Contract,29,Yes
2408-WITXK,8/8/2022,Other,48,Yes
2408-WITXK,8/23/2022,Technical,10,Yes
9500-LTVBP,2/18/2022,Billing,47,No
9500-LTVBP,2/15/2022,Billing,42,Yes
9500-LTVBP,8/23/2022,Other,23,No
3262-EIDHV,2/4/2022,Billing,29,Yes
3262-EIDHV,9/4/2022,Other,22,Yes
3262-EIDHV,4/23/2022,Technical,29,Yes
2984-RGEYA,2/4/2022,Other,22,Yes
2984-RGEYA,5/18/2022,Billing,25,Yes
2984-RGEYA,2/13/2022,Other,7,No
2984-RGEYA,1/19/2022,Technical,24,Yes
8992-OBVDG,2/19/2022,Contract,9,Yes
8992-OBVDG,7/26/2022,Contract,51,Yes
5360-XGYAZ,7/7/2022,Billing,29,No
5360-XGYAZ,12/2/2022,Contract,60,No
6650-VJONK,6/11/2022,Other,60,Yes
6650-VJONK,5/29/2022,Other,34,Yes
6650-VJONK,11/12/2022,Billing,60,No
1951-IEYXM,9/2/2022,Technical,36,No
5882-CMAZQ,6/1/2022,Other,53,Yes
5882-CMAZQ,2/21/2022,Billing,44,Yes
5882-CMAZQ,7/5/2022,Billing,17,No
4451-RWASJ,6/1/2022,Technical,53,No
4451-RWASJ,9/22/2022,Technical,35,Yes
4451-RWASJ,2/26/2022,Billing,18,No
4451-RWASJ,12/24/2022,Other,45,No
4451-RWASJ,9/8/2022,Billing,19,Yes
8908-NMQTX,6/27/2022,Other,25,Yes
8908-NMQTX,6/11/2022,Contract,21,No
8908-NMQTX,4/7/2022,Billing,33,No
8908-NMQTX,6/1/2022,Contract,34,No
0234-TEVTT,3/25/2022,Other,19,No
2782-LFZVW,12/29/2022,Contract,18,No
0147-ESWWR,1/6/2022,Contract,49,Yes
0147-ESWWR,1/7/2022,Technical,54,No
0147-ESWWR,8/1/2022,Other,39,Yes
0147-ESWWR,5/7/2022,Other,54,No
3164-AALRN,1/12/2022,Other,36,Yes
3164-AALRN,4/3/2022,Billing,7,Yes
0709-TVGUR,4/6/2022,Contract,11,Yes
0709-TVGUR,2/20/2022,Billing,57,Yes
8073-IJDCM,12/6/2022,Contract,34,No
3165-HDOEW,2/13/2022,Technical,37,Yes
6586-MYGKD,9/29/2022,Technical,58,No
6586-MYGKD,2/3/2022,Other,43,Yes
6586-MYGKD,3/17/2022,Other,17,Yes
1456-TWCGB,7/29/2022,Billing,40,Yes
1456-TWCGB,3/30/2022,Other,55,No
1456-TWCGB,12/31/2022,Contract,48,No
5027-YOCXN,4/12/2022,Other,5,Yes
5027-YOCXN,10/26/2022,Other,58,No
5027-YOCXN,5/24/2022,Billing,13,No
1722-LDZJS,4/23/2022,Billing,29,No
1722-LDZJS,2/21/2022,Billing,50,Yes
4232-JGKIY,5/28/2022,Billing,47,No
4232-JGKIY,12/12/2022,Billing,16,Yes
4232-JGKIY,6/11/2022,Other,43,No
4232-JGKIY,8/20/2022,Billing,23,Yes
6857-TKDJV,8/3/2022,Other,23,Yes
6857-TKDJV,1/12/2022,Technical,29,No
4846-WHAFZ,9/11/2022,Technical,7,Yes
4846-WHAFZ,9/13/2022,Technical,23,No
4822-LPTYJ,2/6/2022,Billing,51,No
4822-LPTYJ,9/4/2022,Contract,26,No
4822-LPTYJ,1/6/2022,Contract,14,Yes
1228-ZLNBX,9/7/2022,Contract,40,No
1228-ZLNBX,1/19/2022,Contract,40,No
8063-RJYNF,8/21/2022,Billing,15,Yes
2990-IAJSV,9/5/2022,Other,26,Yes
