customerID,payment_date,amount,method
1482-OXZSY,2022-03-13,100.4,Credit Card
1482-OXZSY,2022-04-11,100.4, Bank Transfer
1482-OXZSY,2022-05-12,100.4, Bank Transfer
1482-OXZSY,2022-06-07,100.4,Direct Debit
1482-OXZSY,2022-07-28,100.4,Direct Debit
1482-OXZSY,2022-08-24,100.4, Bank Transfer
1482-OXZSY,2022-09-07,100.4, Bank Transfer
1482-OXZSY,2022-10-22,100.4,Cash
1482-OXZSY,2022-11-24,100.4,Credit Card
1482-OXZSY,2022-12-04,100.4,Cash
0377-JBKKT,2022-01-26,57.95, Bank Transfer
0377-JBKKT,2022-02-11,57.95,Credit Card
0377-JBKKT,2022-03-14,57.95, Bank Transfer
0377-JBKKT,2022-04-21,57.95, Bank Transfer
0377-JBKKT,2022-05-16,57.95,Credit Card
0377-JBKKT,2022-06-13,57.95,Cash
0377-JBKKT,2022-07-12,57.95,Cash
0377-JBKKT,2022-08-03,57.95,Direct Debit
0377-JBKKT,2022-09-10,57.95,Direct Debit
0377-JBKKT,2022-10-28,57.95,Direct Debit
0377-JBKKT,2022-11-28,57.95,Direct Debit
0377-JBKKT,2022-12-13,57.95,Cash
5778-BVOFB,2022-01-09,59.5, Bank Transfer
5778-BVOFB,2022-02-05,59.5,Cash
5778-BVOFB,2022-03-07,59.5,Cash
5778-BVOFB,2022-04-03,59.5, Bank Transfer
5778-BVOFB,2022-05-02,59.5,Credit Card
5778-BVOFB,2022-06-13,59.5,Credit Card
5778-BVOFB,2022-07-20,59.5,Direct Debit
5778-BVOFB,2022-08-08,59.5, Bank Transfer
5778-BVOFB,2022-09-24,59.5,Direct Debit
5778-BVOFB,2022-10-14,59.5,Credit Card
5778-BVOFB,2022-11-09,59.5,Credit Card
5778-BVOFB,2022-12-24,59.5,Direct Debit
3373-YZZYM,2022-01-06,19.2,Cash
3373-YZZYM,2022-02-12,19.2,Credit Card
3373-YZZYM,2022-03-06,19.2, Bank Transfer
3373-YZZYM,2022-04-01,19.2,Cash
3373-YZZYM,2022-05-28,19.2,Credit Card
3373-YZZYM,2022-06-19,19.2,Credit Card
3373-YZZYM,2022-07-22,19.2,Credit Card
3373-YZZYM,2022-08-14,19.2,Direct Debit
3373-YZZYM,2022-09-22,19.2,Direct Debit
3373-YZZYM,2022-10-27,19.2,Credit Card
3373-YZZYM,2022-11-26,19.2,Cash
3373-YZZYM,2022-12-21,19.2,Cash
2057-ZBLPD,2022-01-04,86.5,Direct Debit
2057-ZBLPD,2022-02-27,86.5, Bank Transfer
2057-ZBLPD,2022-03-17,86.5,Cash
2057-ZBLPD,2022-04-23,86.5,Cash
2057-ZBLPD,2022-05-23,86.5,Cash
2057-ZBLPD,2022-06-16,86.5,Cash
2057-ZBLPD,2022-07-21,86.5, Bank Transfer
2057-ZBLPD,2022-08-24,86.5, Bank Transfer
2057-ZBLPD,2022-09-17,86.5,Direct Debit
2057-ZBLPD,2022-10-15,86.5, Bank Transfer
2057-ZBLPD,2022-11-18,86.5,Credit Card
2057-ZBLPD,2022-12-17,86.5,Credit Card
0228-MAUWC,2022-01-13,59.55, Bank Transfer
0228-MAUWC,2022-02-18,59.55,Cash
0228-MAUWC,2022-03-07,59.55,Credit Card
0228-MAUWC,2022-04-24,59.55,Direct Debit
0228-MAUWC,2022-05-16,59.55, Bank Transfer
0228-MAUWC,2022-06-06,59.55,Direct Debit
0228-MAUWC,2022-07-21,59.55,Direct Debit
0228-MAUWC,2022-08-15,59.55,Cash
0228-MAUWC,2022-09-15,59.55, Bank Transfer
0228-MAUWC,2022-10-19,59.55, Bank Transfer
0228-MAUWC,2022-11-25,59.55,Direct Debit
0228-MAUWC,2022-12-23,59.55, Bank Transfer
5502-RLUYV,2022-01-25,103.95,Cash
5502-RLUYV,2022-02-13,103.95,Cash
5502-RLUYV,2022-03-10,103.95,Credit Card
5502-RLUYV,2022-04-11,103.95,Cash
5502-RLUYV,2022-05-08,103.95,Cash
5502-RLUYV,2022-06-04,103.95,Credit Card
5502-RLUYV,2022-07-27,103.95,Direct Debit
5502-RLUYV,2022-08-11,103.95, Bank Transfer
5502-RLUYV,2022-09-03,103.95,Cash
5502-RLUYV,2022-10-27,103.95,Cash
5502-RLUYV,2022-11-14,103.95,Direct Debit
5502-RLUYV,2022-12-17,103.95,Direct Debit
0023-HGHWL,2022-01-21,25.1,Cash
0023-HGHWL,2022-02-15,25.1,Cash
0023-HGHWL,2022-03-08,25.1,Direct Debit
0023-HGHWL,2022-04-01,25.1,Cash
0023-HGHWL,2022-05-14,25.1,Direct Debit
0023-HGHWL,2022-06-05,25.1,Direct Debit
0023-HGHWL,2022-07-10,25.1, Bank Transfer
0023-HGHWL,2022-08-01,25.1,Credit Card
0023-HGHWL,2022-09-04,25.1, Bank Transfer
0023-HGHWL,2022-10-28,25.1, Bank Transfer
0023-HGHWL,2022-11-17,25.1,Credit Card
0023-HGHWL,2022-12-27,25.1,Cash
7663-YJHSN,2022-01-27,103.95,Credit Card
7663-YJHSN,2022-02-15,103.95,Direct Debit
7663-YJHSN,2022-03-01,103.95, Bank Transfer
7663-YJHSN,2022-04-17,103.95,Direct Debit
7663-YJHSN,2022-05-04,103.95,Credit Card
7663-YJHSN,2022-06-22,103.95,Direct Debit
7663-YJHSN,2022-07-16,103.95,Direct Debit
7663-YJHSN,2022-08-03,103.95,Cash
7663-YJHSN,2022-09-06,103.95,Credit Card
7663-YJHSN,2022-10-12,103.95,Credit Card
7663-YJHSN,2022-11-05,103.95,Cash
7663-YJHSN,2022-12-14,103.95, Bank Transfer
4915-BFSXL,2022-01-23,68.95,Cash
4915-BFSXL,2022-02-07,68.95, Bank Transfer
4915-BFSXL,2022-03-04,68.95,Credit Card
4915-BFSXL,2022-04-23,68.95,Cash
4915-BFSXL,2022-05-08,68.95, Bank Transfer
4915-BFSXL,2022-06-09,68.95, Bank Transfer
4915-BFSXL,2022-07-07,68.95,Cash
4915-BFSXL,2022-08-22,68.95, Bank Transfer
4915-BFSXL,2022-09-05,68.95, Bank Transfer
4915-BFSXL,2022-10-09,68.95,Direct Debit
4915-BFSXL,2022-11-07,68.95,Direct Debit
4915-BFSXL,2022-12-16,68.95,Credit Card
3086-RUCRN,2022-01-17,103.1, Bank Transfer
3086-RUCRN,2022-02-10,103.1,Direct Debit
3086-RUCRN,2022-03-23,103.1,Credit Card
3086-RUCRN,2022-04-24,103.1,Cash
3086-RUCRN,2022-05-05,103.1,Cash
3086-RUCRN,2022-06-16,103.1,Direct Debit
3086-RUCRN,2022-07-22,103.1,Cash
3086-RUCRN,2022-08-07,103.1, Bank Transfer
3086-RUCRN,2022-09-16,103.1,Direct Debit
3086-RUCRN,2022-10-10,103.1,Credit Card
3086-RUCRN,2022-11-26,103.1,Credit Card
3086-RUCRN,2022-12-26,103.1,Cash
5215-LNLDJ,2022-01-15,24.7,Direct Debit
5215-LNLDJ,2022-02-08,24.7,Credit Card
5215-LNLDJ,2022-03-23,24.7,Direct Debit
5215-LNLDJ,2022-04-10,24.7,Direct Debit
5215-LNLDJ,2022-05-07,24.7,Credit Card
5215-LNLDJ,2022-06-19,24.7,Direct Debit
5215-LNLDJ,2022-07-02,24.7,Direct Debit
5215-LNLDJ,2022-08-13,24.7,Direct Debit
5215-LNLDJ,2022-09-05,24.7,Credit Card
5215-LNLDJ,2022-10-02,24.7,Credit Card
5215-LNLDJ,2022-11-18,24.7,Cash
5215-LNLDJ,2022-12-08,24.7,Credit Card
7576-JMYWV,2022-01-10,110.2,Direct Debit
7576-JMYWV,2022-02-13,110.2,Cash
7576-JMYWV,2022-03-17,110.2,Direct Debit
7576-JMYWV,2022-04-28,110.2,Direct Debit
7576-JMYWV,2022-05-06,110.2,Cash
7576-JMYWV,2022-06-23,110.2,Cash
7576-JMYWV,2022-07-04,110.2,Credit Card
7576-JMYWV,2022-08-26,110.2, Bank Transfer
7576-JMYWV,2022-09-07,110.2, Bank Transfer
7576-JMYWV,2022-10-06,110.2,Cash
7576-JMYWV,2022-11-09,110.2, Bank Transfer
7576-JMYWV,2022-12-16,110.2,Direct Debit
9039-RBEEE,2022-01-01,48.95, Bank Transfer
9039-RBEEE,2022-02-15,48.95, Bank Transfer
9039-RBEEE,2022-03-15,48.95,Direct Debit
9039-RBEEE,2022-04-20,48.95,Cash
9039-RBEEE,2022-05-28,48.95,Direct Debit
9039-RBEEE,2022-06-08,48.95,Direct Debit
9039-RBEEE,2022-07-16,48.95, Bank Transfer
9039-RBEEE,2022-08-26,48.95,Credit Card
9039-RBEEE,2022-09-07,48.95,Cash
9039-RBEEE,2022-10-22,48.95, Bank Transfer
9039-RBEEE,2022-11-13,48.95, Bank Transfer
9039-RBEEE,2022-12-28,48.95,Cash
0257-KXZGU,2022-01-19,62.45,Credit Card
0257-KXZGU,2022-02-01,62.45,Cash
0257-KXZGU,2022-03-19,62.45,Cash
0257-KXZGU,2022-04-04,62.45,Credit Card
0257-KXZGU,2022-05-13,62.45, Bank Transfer
0257-KXZGU,2022-06-25,62.45,Cash
0257-KXZGU,2022-07-06,62.45,Credit Card
0257-KXZGU,2022-08-11,62.45, Bank Transfer
0257-KXZGU,2022-09-28,62.45, Bank Transfer
0257-KXZGU,2022-10-13,62.45,Direct Debit
0257-KXZGU,2022-11-19,62.45,Credit Card
0257-KXZGU,2022-12-06,62.45,Credit Card
1307-ATKGB,2022-01-28,89.55, Bank Transfer
1307-ATKGB,2022-02-02,89.55,Cash
1307-ATKGB,2022-03-26,89.55, Bank Transfer
1307-ATKGB,2022-04-06,89.55,Direct Debit
1307-ATKGB,2022-05-16,89.55, Bank Transfer
1307-ATKGB,2022-06-17,89.55,Cash
1307-ATKGB,2022-07-27,89.55,Credit Card
1307-ATKGB,2022-08-06,89.55,Cash
1307-ATKGB,2022-09-10,89.55,Direct Debit
1307-ATKGB,2022-10-01,89.55,Credit Card
1307-ATKGB,2022-11-24,89.55,Credit Card
1307-ATKGB,2022-12-27,89.55,Direct Debit
8417-FMLZI,2022-01-17,83.55,Credit Card
8417-FMLZI,2022-02-12,83.55, Bank Transfer
8417-FMLZI,2022-03-28,83.55,Cash
8417-FMLZI,2022-04-23,83.55,Direct Debit
8417-FMLZI,2022-05-03,83.55,Cash
8417-FMLZI,2022-06-26,83.55,Direct Debit
8417-FMLZI,2022-07-21,83.55, Bank Transfer
8417-FMLZI,2022-08-05,83.55,Direct Debit
8417-FMLZI,2022-09-13,83.55, Bank Transfer
8417-FMLZI,2022-10-11,83.55,Cash
8417-FMLZI,2022-11-28,83.55, Bank Transfer
8417-FMLZI,2022-12-08,83.55,Credit Card
3714-XPXBW,2022-01-01,78.9, Bank Transfer
3714-XPXBW,2022-02-14,78.9,Credit Card
3714-XPXBW,2022-03-02,78.9,Direct Debit
3714-XPXBW,2022-04-02,78.9,Cash
3714-XPXBW,2022-05-04,78.9,Cash
3714-XPXBW,2022-06-25,78.9, Bank Transfer
3714-XPXBW,2022-07-19,78.9,Cash
3714-XPXBW,2022-08-07,78.9,Direct Debit
3714-XPXBW,2022-09-10,78.9,Direct Debit
3714-XPXBW,2022-10-03,78.9,Credit Card
3714-XPXBW,2022-11-27,78.9, Bank Transfer
3714-XPXBW,2022-12-12,78.9,Credit Card
1850-AKQEP,2022-01-05,20.35,Cash
1850-AKQEP,2022-02-08,20.35, Bank Transfer
1850-AKQEP,2022-03-01,20.35, Bank Transfer
1850-AKQEP,2022-04-16,20.35,Direct Debit
1850-AKQEP,2022-05-01,20.35,Cash
1850-AKQEP,2022-06-24,20.35,Direct Debit
1850-AKQEP,2022-07-23,20.35, Bank Transfer
1850-AKQEP,2022-08-20,20.35, Bank Transfer
1850-AKQEP,2022-09-13,20.35,Direct Debit
1850-AKQEP,2022-10-19,20.35, Bank Transfer
1850-AKQEP,2022-11-28,20.35,Direct Debit
1850-AKQEP,2022-12-08,20.35, Bank Transfer
2824-DXNKN,2022-01-03,71.45,Direct Debit
2824-DXNKN,2022-02-17,71.45,Cash
2824-DXNKN,2022-03-22,71.45,Cash
2824-DXNKN,2022-04-09,71.45,Cash
2824-DXNKN,2022-05-21,71.45,Credit Card
2824-DXNKN,2022-06-25,71.45,Direct Debit
2824-DXNKN,2022-07-14,71.45,Cash
2824-DXNKN,2022-08-04,71.45,Cash
2824-DXNKN,2022-09-23,71.45,Cash
2824-DXNKN,2022-10-03,71.45, Bank Transfer
2824-DXNKN,2022-11-04,71.45,Direct Debit
2824-DXNKN,2022-12-21,71.45,Direct Debit
5227-JSCFE,2022-01-16,46.35,Credit Card
5227-JSCFE,2022-02-25,46.35, Bank Transfer
5227-JSCFE,2022-03-25,46.35,Cash
5227-JSCFE,2022-04-08,46.35, Bank Transfer
5227-JSCFE,2022-05-23,46.35,Credit Card
5227-JSCFE,2022-06-21,46.35,Cash
5227-JSCFE,2022-07-04,46.35, Bank Transfer
5227-JSCFE,2022-08-06,46.35,Cash
5227-JSCFE,2022-09-16,46.35,Direct Debit
5227-JSCFE,2022-10-01,46.35,Cash
5227-JSCFE,2022-11-10,46.35, Bank Transfer
5227-JSCFE,2022-12-09,46.35,Credit Card
0848-ZGQIJ,2022-01-04,94.65,Credit Card
0848-ZGQIJ,2022-02-09,94.65,Credit Card
0848-ZGQIJ,2022-03-04,94.65,Credit Card
0848-ZGQIJ,2022-04-04,94.65,Credit Card
0848-ZGQIJ,2022-05-07,94.65, Bank Transfer
0848-ZGQIJ,2022-06-11,94.65, Bank Transfer
0848-ZGQIJ,2022-07-14,94.65,Direct Debit
0848-ZGQIJ,2022-08-05,94.65,Direct Debit
0848-ZGQIJ,2022-09-09,94.65,Cash
0848-ZGQIJ,2022-10-24,94.65,Credit Card
0848-ZGQIJ,2022-11-15,94.65,Direct Debit
0848-ZGQIJ,2022-12-02,94.65, Bank Transfer
3621-CHYVB,2022-01-05,49.9,Direct Debit
3621-CHYVB,2022-02-02,49.9, Bank Transfer
3621-CHYVB,2022-03-20,49.9, Bank Transfer
3621-CHYVB,2022-04-07,49.9,Credit Card
3621-CHYVB,2022-05-24,49.9,Credit Card
3621-CHYVB,2022-06-06,49.9,Credit Card
3621-CHYVB,2022-07-26,49.9,Credit Card
3621-CHYVB,2022-08-01,49.9, Bank Transfer
3621-CHYVB,2022-09-07,49.9,Direct Debit
3621-CHYVB,2022-10-20,49.9, Bank Transfer
3621-CHYVB,2022-11-03,49.9,Cash
3621-CHYVB,2022-12-18,49.9,Direct Debit
8042-RNLKO,2022-01-23,25.45,Cash
8042-RNLKO,2022-02-28,25.45, Bank Transfer
8042-RNLKO,2022-03-09,25.45,Direct Debit
8042-RNLKO,2022-04-27,25.45,Direct Debit
8042-RNLKO,2022-05-07,25.45,Direct Debit
8042-RNLKO,2022-06-02,25.45,Direct Debit
8042-RNLKO,2022-07-20,25.45, Bank Transfer
8042-RNLKO,2022-08-03,25.45,Credit Card
8042-RNLKO,2022-09-01,25.45, Bank Transfer
8042-RNLKO,2022-10-03,25.45,Credit Card
8042-RNLKO,2022-11-10,25.45,Direct Debit
8042-RNLKO,2022-12-26,25.45,Cash
1792-UXAFY,2022-01-22,89.15,Credit Card
1792-UXAFY,2022-02-13,89.15, Bank Transfer
1792-UXAFY,2022-03-28,89.15, Bank Transfer
1792-UXAFY,2022-04-05,89.15, Bank Transfer
1792-UXAFY,2022-05-14,89.15,Cash
1792-UXAFY,2022-06-22,89.15,Credit Card
1792-UXAFY,2022-07-04,89.15,Direct Debit
1792-UXAFY,2022-08-03,89.15,Cash
1792-UXAFY,2022-09-09,89.15, Bank Transfer
1792-UXAFY,2022-10-15,89.15,Cash
1792-UXAFY,2022-11-06,89.15,Credit Card
1792-UXAFY,2022-12-07,89.15, Bank Transfer
5372-FBKBN,2022-01-20,20.75,Credit Card
5372-FBKBN,2022-02-04,20.75,Cash
5372-FBKBN,2022-03-07,20.75, Bank Transfer
5372-FBKBN,2022-04-04,20.75,Credit Card
5372-FBKBN,2022-05-01,20.75, Bank Transfer
5372-FBKBN,2022-06-25,20.75, Bank Transfer
5372-FBKBN,2022-07-28,20.75,Direct Debit
5372-FBKBN,2022-08-28,20.75,Cash
5372-FBKBN,2022-09-21,20.75, Bank Transfer
5372-FBKBN,2022-10-04,20.75,Cash
5372-FBKBN,2022-11-06,20.75,Cash
5372-FBKBN,2022-12-10,20.75,Credit Card
0420-TXVSG,2022-01-02,66.1,Direct Debit
0420-TXVSG,2022-02-22,66.1,Direct Debit
0420-TXVSG,2022-03-04,66.1,Direct Debit
0420-TXVSG,2022-04-28,66.1,Cash
0420-TXVSG,2022-05-12,66.1,Cash
0420-TXVSG,2022-06-01,66.1,Direct Debit
0420-TXVSG,2022-07-04,66.1,Cash
0420-TXVSG,2022-08-06,66.1,Cash
0420-TXVSG,2022-09-20,66.1,Credit Card
0420-TXVSG,2022-10-14,66.1,Direct Debit
0420-TXVSG,2022-11-19,66.1, Bank Transfer
0420-TXVSG,2022-12-06,66.1,Direct Debit
6217-TOWGS,2022-01-06,75.4, Bank Transfer
6217-TOWGS,2022-02-05,75.4,Credit Card
6217-TOWGS,2022-03-14,75.4,Cash
6217-TOWGS,2022-04-22,75.4,Direct Debit
6217-TOWGS,2022-05-10,75.4,Credit Card
6217-TOWGS,2022-06-26,75.4,Cash
6217-TOWGS,2022-07-13,75.4,Direct Debit
6217-TOWGS,2022-08-02,75.4,Direct Debit
6217-TOWGS,2022-09-20,75.4, Bank Transfer
6217-TOWGS,2022-10-15,75.4, Bank Transfer
6217-TOWGS,2022-11-16,75.4,Direct Debit
6217-TOWGS,2022-12-04,75.4, Bank Transfer
0515-YPMCW,2022-01-16,70.45,Cash
0515-YPMCW,2022-02-04,70.45, Bank Transfer
0515-YPMCW,2022-03-06,70.45, Bank Transfer
0515-YPMCW,2022-04-22,70.45,Cash
0515-YPMCW,2022-05-24,70.45,Direct Debit
0515-YPMCW,2022-06-07,70.45,Cash
0515-YPMCW,2022-07-16,70.45,Direct Debit
0515-YPMCW,2022-08-03,70.45,Cash
0515-YPMCW,2022-09-04,70.45,Direct Debit
0515-YPMCW,2022-10-26,70.45,Direct Debit
0515-YPMCW,2022-11-25,70.45,Direct Debit
0515-YPMCW,2022-12-25,70.45, Bank Transfer
0378-XSZPU,2022-01-12,60.3,Direct Debit
0378-XSZPU,2022-02-04,60.3,Cash
0378-XSZPU,2022-03-28,60.3,Direct Debit
0378-XSZPU,2022-04-02,60.3, Bank Transfer
0378-XSZPU,2022-05-07,60.3, Bank Transfer
0378-XSZPU,2022-06-11,60.3,Credit Card
0378-XSZPU,2022-07-06,60.3,Direct Debit
0378-XSZPU,2022-08-09,60.3,Cash
0378-XSZPU,2022-09-02,60.3,Credit Card
0378-XSZPU,2022-10-03,60.3, Bank Transfer
0378-XSZPU,2022-11-27,60.3,Credit Card
0378-XSZPU,2022-12-22,60.3,Direct Debit
1045-LTCYT,2022-01-23,21.05,Direct Debit
1045-LTCYT,2022-02-19,21.05,Cash
1045-LTCYT,2022-03-11,21.05,Direct Debit
1045-LTCYT,2022-04-25,21.05, Bank Transfer
1045-LTCYT,2022-05-18,21.05,Credit Card
1045-LTCYT,2022-06-01,21.05,Credit Card
1045-LTCYT,2022-07-20,21.05,Direct Debit
1045-LTCYT,2022-08-02,21.05,Credit Card
1045-LTCYT,2022-09-23,21.05,Cash
1045-LTCYT,2022-10-08,21.05, Bank Transfer
1045-LTCYT,2022-11-24,21.05,Direct Debit
1045-LTCYT,2022-12-02,21.05,Credit Card
1544-JJMYL,2022-01-11,69.35,Direct Debit
1544-JJMYL,2022-02-03,69.35,Credit Card
1544-JJMYL,2022-03-27,69.35,Credit Card
1544-JJMYL,2022-04-12,69.35, Bank Transfer
1544-JJMYL,2022-05-06,69.35,Credit Card
1544-JJMYL,2022-06-14,69.35,Cash
1544-JJMYL,2022-07-04,69.35,Cash
1544-JJMYL,2022-08-19,69.35, Bank Transfer
1544-JJMYL,2022-09-02,69.35,Cash
1544-JJMYL,2022-10-19,69.35,Direct Debit
1544-JJMYL,2022-11-02,69.35,Direct Debit
1544-JJMYL,2022-12-19,69.35, Bank Transfer
4636-JGAAI,2022-01-13,88.85, Bank Transfer
4636-JGAAI,2022-02-17,88.85,Cash
4636-JGAAI,2022-03-20,88.85,Direct Debit
4636-JGAAI,2022-04-15,88.85,Cash
4636-JGAAI,2022-05-22,88.85, Bank Transfer
4636-JGAAI,2022-06-14,88.85,Credit Card
4636-JGAAI,2022-07-27,88.85, Bank Transfer
4636-JGAAI,2022-08-21,88.85, Bank Transfer
4636-JGAAI,2022-09-24,88.85, Bank Transfer
4636-JGAAI,2022-10-01,88.85, Bank Transfer
4636-JGAAI,2022-11-15,88.85, Bank Transfer
4636-JGAAI,2022-12-11,88.85, Bank Transfer
6874-SGLHU,2022-01-21,97.0,Direct Debit
6874-SGLHU,2022-02-03,97.0,Cash
6874-SGLHU,2022-03-09,97.0,Credit Card
6874-SGLHU,2022-04-06,97.0,Direct Debit
6874-SGLHU,2022-05-19,97.0,Direct Debit
6874-SGLHU,2022-06-12,97.0, Bank Transfer
6874-SGLHU,2022-07-03,97.0, Bank Transfer
6874-SGLHU,2022-08-28,97.0,Direct Debit
6874-SGLHU,2022-09-12,97.0,Cash
6874-SGLHU,2022-10-26,97.0, Bank Transfer
6874-SGLHU,2022-11-15,97.0, Bank Transfer
6874-SGLHU,2022-12-06,97.0,Cash
5951-AOFIH,2022-01-18,66.4,Cash
5951-AOFIH,2022-02-20,66.4,Credit Card
5951-AOFIH,2022-03-17,66.4, Bank Transfer
5951-AOFIH,2022-04-08,66.4, Bank Transfer
5951-AOFIH,2022-05-28,66.4,Direct Debit
5951-AOFIH,2022-06-16,66.4,Direct Debit
5951-AOFIH,2022-07-01,66.4,Cash
5951-AOFIH,2022-08-28,66.4, Bank Transfer
5951-AOFIH,2022-09-15,66.4,Credit Card
5951-AOFIH,2022-10-08,66.4,Direct Debit
5951-AOFIH,2022-11-16,66.4, Bank Transfer
5951-AOFIH,2022-12-19,66.4, Bank Transfer
4729-XKASR,2022-01-25,24.75, Bank Transfer
4729-XKASR,2022-02-18,24.75,Cash
4729-XKASR,2022-03-26,24.75,Direct Debit
4729-XKASR,2022-04-14,24.75,Credit Card
4729-XKASR,2022-05-12,24.75,Direct Debit
4729-XKASR,2022-06-27,24.75, Bank Transfer
4729-XKASR,2022-07-26,24.75,Cash
4729-XKASR,2022-08-15,24.75,Cash
4729-XKASR,2022-09-16,24.75,Credit Card
4729-XKASR,2022-10-11,24.75, Bank Transfer
4729-XKASR,2022-11-28,24.75,Cash
4729-XKASR,2022-12-05,24.75,Direct Debit
3059-NGMXB,2022-01-13,69.2,Cash
3059-NGMXB,2022-02-20,69.2, Bank Transfer
3059-NGMXB,2022-03-10,69.2, Bank Transfer
3059-NGMXB,2022-04-03,69.2,Direct Debit
3059-NGMXB,2022-05-18,69.2,Credit Card
3059-NGMXB,2022-06-05,69.2, Bank Transfer
3059-NGMXB,2022-07-24,69.2, Bank Transfer
3059-NGMXB,2022-08-18,69.2,Cash
3059-NGMXB,2022-09-14,69.2,Direct Debit
3059-NGMXB,2022-10-28,69.2, Bank Transfer
3059-NGMXB,2022-11-01,69.2,Credit Card
3059-NGMXB,2022-12-25,69.2,Credit Card
8652-YHIYU,2022-01-10,79.5,Cash
8652-YHIYU,2022-02-15,79.5,Cash
8652-YHIYU,2022-03-06,79.5,Credit Card
8652-YHIYU,2022-04-19,79.5,Direct Debit
8652-YHIYU,2022-05-05,79.5,Cash
8652-YHIYU,2022-06-18,79.5,Credit Card
8652-YHIYU,2022-07-10,79.5,Direct Debit
8652-YHIYU,2022-08-02,79.5,Credit Card
8652-YHIYU,2022-09-18,79.5,Credit Card
8652-YHIYU,2022-10-05,79.5, Bank Transfer
8652-YHIYU,2022-11-05,79.5,Credit Card
8652-YHIYU,2022-12-11,79.5,Cash
5278-PNYOX,2022-01-11,100.65,Direct Debit
5278-PNYOX,2022-02-15,100.65,Credit Card
5278-PNYOX,2022-03-14,100.65,Credit Card
5278-PNYOX,2022-04-18,100.65, Bank Transfer
5278-PNYOX,2022-05-06,100.65,Credit Card
5278-PNYOX,2022-06-28,100.65,Credit Card
5278-PNYOX,2022-07-09,100.65, Bank Transfer
5278-PNYOX,2022-08-12,100.65,Direct Debit
5278-PNYOX,2022-09-06,100.65,Direct Debit
5278-PNYOX,2022-10-21,100.65,Credit Card
5278-PNYOX,2022-11-11,100.65,Cash
5278-PNYOX,2022-12-08,100.65, Bank Transfer
5449-FIBXJ,2022-01-07,103.3, Bank Transfer
5449-FIBXJ,2022-02-08,103.3,Direct Debit
5449-FIBXJ,2022-03-13,103.3,Credit Card
5449-FIBXJ,2022-04-16,103.3,Direct Debit
5449-FIBXJ,2022-05-17,103.3, Bank Transfer
5449-FIBXJ,2022-06-12,103.3,Cash
5449-FIBXJ,2022-07-27,103.3, Bank Transfer
5449-FIBXJ,2022-08-10,103.3, Bank Transfer
5449-FIBXJ,2022-09-27,103.3,Cash
5449-FIBXJ,2022-10-23,103.3,Direct Debit
5449-FIBXJ,2022-11-12,103.3,Cash
5449-FIBXJ,2022-12-03,103.3, Bank Transfer
3486-HOOGQ,2022-01-19,79.7, Bank Transfer
3486-HOOGQ,2022-02-23,79.7,Direct Debit
3486-HOOGQ,2022-03-09,79.7,Cash
3486-HOOGQ,2022-04-18,79.7,Cash
3486-HOOGQ,2022-05-27,79.7,Direct Debit
3486-HOOGQ,2022-06-19,79.7,Direct Debit
3486-HOOGQ,2022-07-13,79.7,Direct Debit
3486-HOOGQ,2022-08-27,79.7,Cash
3486-HOOGQ,2022-09-27,79.7,Direct Debit
3486-HOOGQ,2022-10-04,79.7,Direct Debit
3486-HOOGQ,2022-11-08,79.7, Bank Transfer
3486-HOOGQ,2022-12-27,79.7, Bank Transfer
5061-PBXFW,2022-01-27,61.4, Bank Transfer
5061-PBXFW,2022-02-28,61.4,Credit Card
5061-PBXFW,2022-03-08,61.4,Cash
5061-PBXFW,2022-04-03,61.4,Cash
5061-PBXFW,2022-05-06,61.4,Cash
5061-PBXFW,2022-06-10,61.4,Cash
5061-PBXFW,2022-07-28,61.4,Direct Debit
5061-PBXFW,2022-08-23,61.4,Credit Card
5061-PBXFW,2022-09-14,61.4,Credit Card
5061-PBXFW,2022-10-02,61.4,Credit Card
5061-PBXFW,2022-11-23,61.4,Cash
5061-PBXFW,2022-12-28,61.4,Direct Debit
8630-FJLIB,2022-01-16,69.8,Cash
8630-FJLIB,2022-02-11,69.8, Bank Transfer
8630-FJLIB,2022-03-03,69.8,Credit Card
8630-FJLIB,2022-04-22,69.8, Bank Transfer
8630-FJLIB,2022-05-13,69.8, Bank Transfer
8630-FJLIB,2022-06-19,69.8,Credit Card
8630-FJLIB,2022-07-15,69.8, Bank Transfer
8630-FJLIB,2022-08-02,69.8,Cash
8630-FJLIB,2022-09-07,69.8, Bank Transfer
8630-FJLIB,2022-10-19,69.8, Bank Transfer
8630-FJLIB,2022-11-15,69.8,Cash
8630-FJLIB,2022-12-06,69.8,Credit Card
3891-NLXJB,2022-01-28,40.55,Credit Card
3891-NLXJB,2022-02-18,40.55, Bank Transfer
3891-NLXJB,2022-03-16,40.55, Bank Transfer
3891-NLXJB,2022-04-02,40.55,Credit Card
3891-NLXJB,2022-05-23,40.55,Direct Debit
3891-NLXJB,2022-06-08,40.55, Bank Transfer
3891-NLXJB,2022-07-12,40.55,Direct Debit
3891-NLXJB,2022-08-15,40.55,Credit Card
3891-NLXJB,2022-09-10,40.55,Direct Debit
3891-NLXJB,2022-10-23,40.55,Credit Card
3891-NLXJB,2022-11-22,40.55, Bank Transfer
3891-NLXJB,2022-12-07,40.55,Direct Debit
4749-OJKQU,2022-01-01,75.65,Direct Debit
4749-OJKQU,2022-02-24,75.65,Direct Debit
