customerid,contract,total_charges,monthly_charges,tenure,tenure_bucket,churn_flag,payment_method,calls_last_90d,unresolved_calls_90d,avg_resolution_time,avg_payment,missing_method_count,last_payment_date
5296-PSYVW,two year,1750.7,24.55,72,48+,False,Electronic check,,,,24.55,0,2022-12-25
6319-QSUSR,month-to-month,216.2,19.7,11,6-12,False,Credit card (automatic),,,,19.7,0,2022-12-02
4083-EUGRJ,month-to-month,178.5,20.25,9,6-12,True,Mailed check,,,,20.25,0,2022-12-02
7579-OOPEC,month-to-month,115.1,50.15,2,0-6,True,Credit card (automatic),,,,50.15,0,2022-12-20
0512-FLFDW,one year,6029.0,100.5,60,48+,False,Credit card (automatic),,,,100.5,0,2022-12-19
1771-OADNZ,month-to-month,2745.2,95.9,29,24-48,True,Electronic check,,,,95.9,0,2022-12-09
0487-CRLZF,two year,3721.9,74.45,49,48+,False,Bank transfer (automatic),,,,74.45,0,2022-12-20
2107-FBPTK,month-to-month,3121.1,104.1,30,24-48,False,Electronic check,,,,104.1,0,2022-12-01
9451-WLYRI,one year,990.45,19.05,53,48+,False,Credit card (automatic),,,,19.05,0,2022-12-25
8219-VYBVI,two year,1004.35,25.0,39,24-48,False,Mailed check,,,,25.0,0,2022-12-19
1991-VOPLL,month-to-month,157.65,19.05,9,6-12,False,Mailed check,,,,19.05,0,2022-12-02
9738-QLWTP,one year,3219.75,81.9,39,24-48,False,Electronic check,1.0,1.0,43.67,81.9,0,2022-12-26
1016-DJTSV,month-to-month,572.85,69.7,8,6-12,False,Electronic check,,,,69.7,0,2022-12-06
9419-IPPBE,one year,4554.85,90.15,51,48+,False,Electronic check,,,,90.15,0,2022-12-11
2150-WLKUW,one year,2635.0,63.9,40,24-48,False,Bank transfer (automatic),,,,63.9,0,2022-12-10
0174-QRVVY,two year,1847.55,25.35,71,48+,False,Credit card (automatic),,,,25.35,0,2022-12-06
5699-BNCAS,two year,1766.75,24.65,71,48+,False,Mailed check,,,,24.65,0,2022-12-07
2900-PHPLN,two year,1462.05,19.55,70,48+,False,Credit card (automatic),,,,19.55,0,2022-12-13
0612-RTZZA,month-to-month,25.25,25.25,1,0-6,True,Electronic check,,,,25.25,0,2022-12-23
8106-GWQOK,two year,2193.2,60.0,38,24-48,False,Bank transfer (automatic),,,,60.0,0,2022-12-07
8751-EDEKA,month-to-month,2433.5,89.9,28,24-48,False,Credit card (automatic),,,,89.9,0,2022-12-02
6878-GGDWG,month-to-month,641.15,19.4,32,24-48,False,Bank transfer (automatic),,,,19.4,0,2022-12-18
4039-PIMHX,two year,2398.4,49.8,49,48+,False,Mailed check,,,,49.8,0,2022-12-06
8450-LUGUK,two year,861.85,24.1,37,24-48,False,Bank transfer (automatic),,,,24.1,0,2022-12-09
3604-WLABM,month-to-month,583.0,54.25,10,6-12,False,Electronic check,,,,54.25,0,2022-12-07
0795-GMVQO,one year,7332.4,109.9,67,48+,False,Credit card (automatic),0.0,1.0,16.25,109.9,0,2022-12-18
2259-OUUSZ,one year,249.55,35.5,7,6-12,False,Credit card (automatic),,,,35.5,0,2022-12-07
1142-IHLOO,one year,4475.9,87.55,51,48+,False,Credit card (automatic),0.0,2.0,30.0,87.55,0,2022-12-24
6410-LEFEN,month-to-month,416.45,45.15,9,6-12,True,Electronic check,,,,45.15,0,2022-12-22
4633-MKHYU,month-to-month,788.6,88.4,9,6-12,False,Mailed check,,,,88.4,0,2022-12-23
6257-RJOHI,month-to-month,202.3,50.8,4,0-6,False,Mailed check,1.0,2.0,29.75,50.8,0,2022-12-08
1545-JFUML,two year,6994.6,99.0,71,48+,False,Electronic check,,,,99.0,0,2022-12-12
3194-ORPIK,month-to-month,4116.15,84.4,50,48+,True,Bank transfer (automatic),,,,84.4,0,2022-12-02
7826-VVKWT,two year,2263.45,96.55,24,24-48,False,Electronic check,,,,96.55,0,2022-12-09
1353-GHZOS,one year,1374.35,59.75,22,12-24,False,Bank transfer (automatic),,,,59.75,0,2022-12-01
2587-EKXTS,month-to-month,4915.15,111.5,44,24-48,False,Electronic check,,,,111.5,0,2022-12-10
5442-BXVND,month-to-month,838.5,24.25,33,24-48,False,Bank transfer (automatic),,,,24.25,0,2022-12-09
8816-VXNZD,month-to-month,75.1,75.1,1,0-6,True,Electronic check,,,,75.1,0,2022-12-04
9378-FXTIZ,one year,3715.65,70.15,54,48+,True,Credit card (automatic),,,,70.15,0,2022-12-12
1723-HKXJQ,month-to-month,4273.45,101.75,42,24-48,True,Electronic check,,,,101.75,0,2022-12-22
7825-GKXMW,month-to-month,45.8,45.8,1,0-6,True,Electronic check,,,,45.8,0,2022-12-03
9753-OYLBX,month-to-month,20.5,20.5,1,0-6,False,Mailed check,,,,20.5,0,2022-12-20
2364-UFROM,one year,2044.75,70.4,30,24-48,False,Electronic check,,,,70.4,0,2022-12-22
6656-JWRQX,month-to-month,30.55,30.55,1,0-6,False,Mailed check,,,,30.55,0,2022-12-19
6473-ULUHT,month-to-month,1398.25,84.9,16,12-24,False,Electronic check,1.0,2.0,34.5,84.9,0,2022-12-06
1240-KNSEZ,month-to-month,20.1,20.1,1,0-6,True,Mailed check,,,,20.1,0,2022-12-03
0836-SEYLU,month-to-month,328.95,40.65,9,6-12,True,Mailed check,,,,40.65,0,2022-12-23
4433-JCGCG,month-to-month,4680.05,101.0,46,24-48,True,Electronic check,0.0,1.0,46.67,101.0,0,2022-12-01
3716-BDVDB,month-to-month,69.1,69.1,1,0-6,True,Electronic check,,,,69.1,0,2022-12-06
7688-AWMDX,two year,3778.2,54.5,71,48+,False,Bank transfer (automatic),,,,54.5,0,2022-12-20
2842-BCQGE,month-to-month,3161.4,75.35,43,24-48,False,Credit card (automatic),,,,75.35,0,2022-12-21
7244-QWYHG,one year,2188.45,44.45,50,48+,False,Bank transfer (automatic),0.0,3.0,25.67,44.45,0,2022-12-19
5899-MQZZL,month-to-month,999.45,75.0,13,12-24,True,Mailed check,,,,75.0,0,2022-12-01
6849-OYAMU,one year,1888.65,100.0,19,12-24,True,Bank transfer (automatic),,,,100.0,0,2022-12-27
5312-UXESG,month-to-month,3990.6,98.05,41,24-48,False,Bank transfer (automatic),,,,98.05,0,2022-12-21
9488-HGMJH,month-to-month,71.15,71.15,1,0-6,True,Electronic check,,,,71.15,0,2022-12-17
6038-GCYEC,month-to-month,1240.25,54.15,24,24-48,True,Credit card (automatic),1.0,0.0,50.0,54.15,0,2022-12-18
7159-FVYPK,month-to-month,235.0,69.15,3,0-6,False,Bank transfer (automatic),,,,69.15,0,2022-12-10
7032-LMBHI,one year,2347.85,64.65,37,24-48,False,Bank transfer (automatic),0.0,1.0,47.5,64.65,0,2022-12-07
1150-WFARN,two year,7156.2,108.75,67,48+,True,Credit card (automatic),,,,108.75,0,2022-12-15
6088-BXMRG,month-to-month,3089.6,98.85,32,24-48,False,Electronic check,,,,98.85,0,2022-12-25
3144-AUDBS,month-to-month,270.8,49.15,6,6-12,True,Electronic check,,,,49.15,0,2022-12-22
4821-SJHJV,month-to-month,2901.8,89.6,32,24-48,False,Electronic check,,,,89.6,0,2022-12-01
7346-MEDWM,month-to-month,4949.1,83.25,59,48+,False,Electronic check,,,,83.25,0,2022-12-12
1137-DGOWI,one year,2198.9,70.25,30,24-48,False,Bank transfer (automatic),,,,70.25,0,2022-12-25
5616-PRTNT,month-to-month,374.5,19.4,20,12-24,True,Electronic check,,,,19.4,0,2022-12-01
3812-LRZIR,two year,761.95,24.5,27,24-48,False,Electronic check,,,,24.5,0,2022-12-24
4818-QIUFN,month-to-month,1520.9,79.15,20,12-24,True,Electronic check,,,,79.15,0,2022-12-10
9483-GCPWE,one year,190.25,20.1,9,6-12,False,Mailed check,,,,20.1,0,2022-12-02
4227-OJHAL,one year,5163.0,73.0,68,48+,False,Credit card (automatic),,,,73.0,0,2022-12-07
9220-CXRSC,two year,4059.85,61.4,69,48+,False,Credit card (automatic),,,,61.4,0,2022-12-06
4993-JCRGJ,month-to-month,2281.6,84.3,26,24-48,False,Mailed check,,,,84.3,0,2022-12-03
9537-JALFH,two year,1356.7,19.9,69,48+,False,Bank transfer (automatic),1.0,1.0,36.6,19.9,0,2022-12-14
6698-OXETB,two year,231.45,20.4,11,6-12,False,Mailed check,,,,20.4,0,2022-12-06
2103-ZRXFN,month-to-month,50.75,50.75,1,0-6,False,Mailed check,,,,50.75,0,2022-12-06
3724-BSCVH,one year,242.4,20.45,10,6-12,False,Mailed check,2.0,0.0,22.67,20.45,0,2022-12-12
4877-TSOFF,one year,4264.25,75.75,55,48+,False,Bank transfer (automatic),,,,75.75,0,2022-12-07
9209-NWPGU,one year,2774.55,65.4,44,24-48,False,Electronic check,,,,65.4,0,2022-12-28
6961-VCPMC,month-to-month,3605.2,80.4,46,24-48,True,Electronic check,,,,80.4,0,2022-12-27
7306-YDSOI,two year,4069.9,59.75,69,48+,False,Bank transfer (automatic),,,,59.75,0,2022-12-28
5288-AHOUP,month-to-month,874.2,78.5,11,6-12,False,Electronic check,,,,78.5,0,2022-12-18
6688-UZPWD,month-to-month,1145.35,102.0,11,6-12,True,Electronic check,,,,102.0,0,2022-12-17
0655-YDGFJ,month-to-month,1323.7,48.95,29,24-48,False,Bank transfer (automatic),,,,48.95,0,2022-12-07
8468-EHYJA,month-to-month,5497.05,99.65,57,48+,False,Electronic check,,,,99.65,0,2022-12-10
6823-SIDFQ,one year,534.7,18.25,28,24-48,False,Credit card (automatic),,,,18.25,0,2022-12-04
1097-FSPVW,month-to-month,2455.05,54.55,42,24-48,False,Credit card (automatic),,,,54.55,0,2022-12-16
2839-RFSQE,month-to-month,38.7,20.65,2,0-6,True,Mailed check,,,,20.65,0,2022-12-13
8328-SKJNO,one year,947.4,40.65,23,12-24,False,Bank transfer (automatic),,,,40.65,0,2022-12-17
7010-ZMVBF,month-to-month,357.0,20.45,18,12-24,False,Mailed check,,,,20.45,0,2022-12-16
5201-CBWYG,one year,1476.25,24.8,62,48+,False,Bank transfer (automatic),,,,24.8,0,2022-12-21
0968-GSIKN,month-to-month,70.8,70.8,1,0-6,True,Mailed check,,,,70.8,0,2022-12-13
1965-DDBWU,month-to-month,1448.6,89.05,16,12-24,True,Credit card (automatic),,,,89.05,0,2022-12-25
9057-SIHCH,month-to-month,291.9,96.6,3,0-6,True,Electronic check,,,,96.6,0,2022-12-28
6352-GIGGQ,one year,5903.15,88.8,67,48+,False,Bank transfer (automatic),1.0,1.0,42.33,88.8,0,2022-12-27
3635-QQRQD,two year,1201.65,20.05,62,48+,False,Credit card (automatic),,,,20.05,0,2022-12-25
6771-XWBDM,month-to-month,5921.35,104.5,57,48+,True,Credit card (automatic),,,,104.5,0,2022-12-10
2897-DOVND,month-to-month,146.65,69.8,2,0-6,False,Electronic check,,,,69.8,0,2022-12-26
3082-YVEKW,two year,1759.4,77.15,23,12-24,False,Bank transfer (automatic),,,,77.15,0,2022-12-14
0191-EQUUH,two year,844.45,35.05,25,24-48,False,Bank transfer (automatic),,,,35.05,0,2022-12-11
7134-HBPBS,two year,7774.05,108.1,72,48+,False,Bank transfer (automatic),,,,108.1,0,2022-12-06
3489-HHPFY,month-to-month,134.05,84.05,2,0-6,False,Electronic check,,,,84.05,0,2022-12-27
2926-JEJJC,one year,140.95,20.2,8,6-12,False,Bank transfer (automatic),,,,20.2,0,2022-12-25
8601-QACRS,month-to-month,249.95,50.6,5,0-6,True,Mailed check,,,,50.6,0,2022-12-23
4950-BDEUX,month-to-month,1701.65,49.2,35,24-48,False,Electronic check,,,,49.2,0,2022-12-14
5789-LDFXO,one year,592.65,24.6,24,24-48,False,Electronic check,,,,24.6,0,2022-12-17
0508-OOLTO,month-to-month,135.75,71.65,2,0-6,False,Electronic check,,,,71.65,0,2022-12-24
2984-TBYKU,two year,7732.65,104.9,72,48+,False,Credit card (automatic),,,,104.9,0,2022-12-15
9822-WMWVG,month-to-month,4282.4,106.5,41,24-48,False,Electronic check,,,,106.5,0,2022-12-04
2391-SOORI,month-to-month,219.65,49.35,4,0-6,True,Electronic check,1.0,3.0,32.2,49.35,0,2022-12-23
9040-KZVWO,one year,2018.1,75.5,26,24-48,False,Bank transfer (automatic),,,,75.5,0,2022-12-28
2645-QTLMB,month-to-month,669.0,94.25,7,6-12,True,Electronic check,,,,94.25,0,2022-12-22
4806-HIPDW,month-to-month,68.95,68.95,1,0-6,True,Electronic check,,,,68.95,0,2022-12-09
1548-ARAGG,month-to-month,224.85,58.5,4,0-6,False,Mailed check,,,,58.5,0,2022-12-23
6339-RZCBJ,two year,3771.5,78.9,48,48+,False,Credit card (automatic),,,,78.9,0,2022-12-14
4424-TKOPW,month-to-month,196.75,93.85,2,0-6,True,Electronic check,,,,93.85,0,2022-12-27
4415-WNGVR,one year,943.85,79.2,12,12-24,False,Electronic check,,,,79.2,0,2022-12-07
2522-AHJXR,month-to-month,6572.85,109.45,60,48+,False,Bank transfer (automatic),,,,109.45,0,2022-12-18
0412-UCCNP,two year,3175.85,59.2,55,48+,False,Electronic check,,,,59.2,0,2022-12-14
1816-FLZDK,month-to-month,29.15,29.15,1,0-6,False,Mailed check,,,,29.15,0,2022-12-10
7096-UCLNH,month-to-month,20.05,20.05,1,0-6,False,Mailed check,,,,20.05,0,2022-12-16
8443-ZRDBZ,month-to-month,318.9,76.05,4,0-6,True,Electronic check,,,,76.05,0,2022-12-28
9136-ALYBR,month-to-month,24.45,24.45,1,0-6,True,Mailed check,1.0,2.0,31.8,24.45,0,2022-12-25
4615-PIVVU,two year,2762.75,66.5,42,24-48,False,Credit card (automatic),,,,66.5,0,2022-12-21
8885-QSQBX,month-to-month,49.55,49.55,1,0-6,False,Bank transfer (automatic),,,,49.55,0,2022-12-01
7479-NITWS,month-to-month,631.85,89.35,7,6-12,True,Credit card (automatic),,,,89.35,0,2022-12-18
8617-ENBDS,month-to-month,232.5,73.6,3,0-6,False,Credit card (automatic),,,,73.6,0,2022-12-01
9385-NXKDA,two year,5919.35,82.65,72,48+,False,Credit card (automatic),,,,82.65,0,2022-12-03
0430-IHCDJ,month-to-month,749.25,49.0,15,12-24,False,Electronic check,,,,49.0,0,2022-12-23
2959-MJHIC,month-to-month,307.4,80.35,4,0-6,True,Electronic check,1.0,0.0,28.6,80.35,0,2022-12-21
6674-KVJHG,one year,245.15,25.2,11,6-12,False,Electronic check,0.0,1.0,24.25,25.2,0,2022-12-21
1814-DKOLC,month-to-month,134.75,25.45,5,0-6,False,Mailed check,0.0,3.0,23.8,25.45,0,2022-12-24
4201-JMNGR,month-to-month,55.8,55.8,1,0-6,True,Electronic check,,,,55.8,0,2022-12-15
9351-HXDMR,two year,8240.85,110.9,72,48+,False,Credit card (automatic),,,,110.9,0,2022-12-07
3537-HPKQT,month-to-month,4266.4,77.75,55,48+,False,Credit card (automatic),,,,77.75,0,2022-12-21
2129-ALKBS,month-to-month,1077.5,26.2,40,24-48,False,Electronic check,,,,26.2,0,2022-12-24
5821-MMEIL,two year,1115.6,19.9,57,48+,False,Bank transfer (automatic),,,,19.9,0,2022-12-03
5960-WPXQM,month-to-month,79.05,79.05,1,0-6,True,Electronic check,1.0,3.0,30.4,79.05,0,2022-12-12
0684-AOSIH,month-to-month,95.0,95.0,1,0-6,True,Electronic check,,,,95.0,0,2022-12-06
8260-NGFNY,month-to-month,25.2,25.2,1,0-6,True,Mailed check,,,,25.2,0,2022-12-03
1309-XGFSN,one year,4079.55,80.85,52,48+,False,Electronic check,0.0,2.0,22.33,80.85,0,2022-12-19
1866-RZZQS,month-to-month,4187.75,98.4,41,24-48,True,Electronic check,,,,98.4,0,2022-12-26
6968-URWQU,one year,2391.15,56.35,43,24-48,False,Mailed check,,,,56.35,0,2022-12-20
4742-TXUEX,two year,890.5,19.3,47,24-48,False,Bank transfer (automatic),,,,19.3,0,2022-12-27
9631-XEYKE,month-to-month,137.25,50.4,3,0-6,False,Bank transfer (automatic),,,,50.4,0,2022-12-14
8631-NBHFZ,two year,5154.6,79.4,66,48+,True,Credit card (automatic),,,,79.4,0,2022-12-03
1335-MXCSE,two year,3119.9,55.25,55,48+,False,Credit card (automatic),,,,55.25,0,2022-12-05
8873-TMKGR,one year,529.5,19.1,29,24-48,False,Mailed check,,,,19.1,0,2022-12-12
8800-JOOCF,month-to-month,966.55,84.05,12,12-24,False,Electronic check,,,,84.05,0,2022-12-20
1469-LBJQJ,month-to-month,6936.85,105.2,66,48+,False,Electronic check,,,,105.2,0,2022-12-24
4958-XCBDQ,month-to-month,3496.3,101.4,35,24-48,True,Electronic check,,,,101.4,0,2022-12-13
8337-UPOAQ,month-to-month,914.3,89.8,10,6-12,True,Electronic check,,,,89.8,0,2022-12-22
0064-YIJGF,month-to-month,1929.0,75.75,27,24-48,False,Bank transfer (automatic),,,,75.75,0,2022-12-06
2386-OWURY,month-to-month,5817.7,95.3,58,48+,False,Electronic check,,,,95.3,0,2022-12-24
1725-IQNIY,two year,6110.2,109.75,54,48+,True,Bank transfer (automatic),,,,109.75,0,2022-12-09
0310-VQXAM,month-to-month,178.8,19.85,9,6-12,False,Mailed check,,,,19.85,0,2022-12-19
6598-RFFVI,one year,28.3,19.3,2,0-6,True,Credit card (automatic),,,,19.3,0,2022-12-05
3453-RTHJQ,month-to-month,435.0,69.1,6,6-12,False,Electronic check,,,,69.1,0,2022-12-09
6712-OAWRH,month-to-month,2351.8,91.25,26,24-48,True,Electronic check,,,,91.25,0,2022-12-05
6278-FEPBZ,month-to-month,186.15,20.25,9,6-12,False,Mailed check,,,,20.25,0,2022-12-15
4280-DLSHD,month-to-month,445.85,54.75,8,6-12,False,Mailed check,,,,54.75,0,2022-12-08
1508-DFXCU,month-to-month,912.0,81.45,12,12-24,False,Electronic check,,,,81.45,0,2022-12-17
8614-VGMMV,month-to-month,679.55,49.1,15,12-24,True,Electronic check,,,,49.1,0,2022-12-24
7868-BGSZA,one year,3581.6,80.2,43,24-48,False,Electronic check,,,,80.2,0,2022-12-15
2800-QQUSO,month-to-month,4222.95,100.3,42,24-48,False,Electronic check,,,,100.3,0,2022-12-06
2930-UOTMB,month-to-month,1994.3,65.25,31,24-48,True,Credit card (automatic),,,,65.25,0,2022-12-14
7973-DZRKH,two year,5930.05,90.95,66,48+,False,Credit card (automatic),1.0,1.0,42.0,90.95,0,2022-12-08
5914-DVBWJ,month-to-month,1505.85,85.45,18,12-24,True,Electronic check,,,,85.45,0,2022-12-23
7698-YFGEZ,month-to-month,20.0,20.0,1,0-6,False,Mailed check,,,,20.0,0,2022-12-21
2533-QVMSK,two year,5638.3,94.1,61,48+,True,Electronic check,,,,94.1,0,2022-12-16
9773-PEQBZ,month-to-month,797.25,79.85,10,6-12,False,Electronic check,0.0,1.0,43.5,79.85,0,2022-12-25
8644-XLFBW,month-to-month,71.65,71.65,1,0-6,True,Electronic check,,,,71.65,0,2022-12-08
0650-BWOZN,month-to-month,1359.45,73.55,18,12-24,False,Electronic check,,,,73.55,0,2022-12-22
8625-AZYZY,month-to-month,2542.45,104.65,24,24-48,True,Electronic check,,,,104.65,0,2022-12-03
7785-RDVIG,month-to-month,54.7,19.3,3,0-6,False,Mailed check,,,,19.3,0,2022-12-17
9602-WCXPI,one year,989.05,20.15,50,48+,False,Credit card (automatic),0.0,1.0,12.0,20.15,0,2022-12-20
2903-YYTBW,month-to-month,44.55,44.55,1,0-6,False,Electronic check,3.0,0.0,22.33,44.55,0,2022-12-08
3620-MWJNE,month-to-month,87.3,54.45,2,0-6,False,Mailed check,,,,54.45,0,2022-12-24
8573-JGCZW,one year,351.55,19.65,17,12-24,False,Bank transfer (automatic),,,,19.65,0,2022-12-03
6837-HAEVO,two year,7297.75,105.0,69,48+,False,Electronic check,,,,105.0,0,2022-12-06
6701-YVNQG,two year,6301.7,88.7,72,48+,False,Credit card (automatic),,,,88.7,0,2022-12-22
9306-CPCBC,month-to-month,210.3,74.25,3,0-6,True,Electronic check,,,,74.25,0,2022-12-22
4304-XUMGI,two year,3822.45,75.15,50,48+,False,Bank transfer (automatic),,,,75.15,0,2022-12-19
9504-YAZWB,two year,1048.45,20.25,53,48+,False,Mailed check,,,,20.25,0,2022-12-10
8819-ZBYNA,two year,6393.65,109.1,58,48+,False,Credit card (automatic),,,,109.1,0,2022-12-14
6174-NRBTZ,one year,1489.3,30.75,46,24-48,False,Bank transfer (automatic),,,,30.75,0,2022-12-02
9481-IEBZY,month-to-month,8061.5,112.9,72,48+,False,Credit card (automatic),,,,112.9,0,2022-12-04
1833-VGRUM,month-to-month,74.2,74.2,1,0-6,True,Electronic check,1.0,1.0,31.75,74.2,0,2022-12-03
6137-NICCO,month-to-month,518.75,94.05,6,6-12,False,Mailed check,,,,94.05,0,2022-12-21
9065-ZCPQX,two year,5763.15,78.85,72,48+,False,Bank transfer (automatic),,,,78.85,0,2022-12-24
6402-EJMWF,month-to-month,238.5,55.3,4,0-6,False,Mailed check,,,,55.3,0,2022-12-18
3620-EHIMZ,two year,1031.7,19.35,52,48+,False,Mailed check,,,,19.35,0,2022-12-20
6870-ECSHE,one year,34.8,20.45,2,0-6,False,Mailed check,,,,20.45,0,2022-12-05
8747-UDCOI,two year,1319.95,19.35,65,48+,False,Bank transfer (automatic),1.0,0.0,52.0,19.35,0,2022-12-16
8374-XGEJJ,month-to-month,4388.4,101.0,43,24-48,True,Electronic check,,,,101.0,0,2022-12-11
2656-TABEH,month-to-month,420.2,100.2,4,0-6,True,Electronic check,,,,100.2,0,2022-12-24
6946-LMSQS,one year,2177.45,89.05,25,24-48,True,Electronic check,1.0,2.0,29.4,89.05,0,2022-12-04
4626-OZDTJ,one year,3950.85,78.65,51,48+,False,Credit card (automatic),,,,78.65,0,2022-12-04
9169-BSVIN,month-to-month,827.05,74.75,12,12-24,False,Bank transfer (automatic),,,,74.75,0,2022-12-09
2325-ZUSFD,one year,3913.3,70.1,57,48+,True,Bank transfer (automatic),,,,70.1,0,2022-12-18
8194-PEEBY,one year,533.5,19.9,24,24-48,False,Mailed check,0.0,4.0,39.0,19.9,0,2022-12-15
6872-HXFNF,one year,3756.45,58.35,64,48+,False,Bank transfer (automatic),,,,58.35,0,2022-12-03
3932-CMDTD,one year,443.9,105.65,4,0-6,True,Electronic check,2.0,0.0,37.33,105.65,0,2022-12-28
7714-YXSMB,month-to-month,2599.95,100.5,26,24-48,False,Bank transfer (automatic),,,,100.5,0,2022-12-02
8387-UGUSU,month-to-month,284.3,20.05,15,12-24,False,Mailed check,,,,20.05,0,2022-12-07
1080-BWSYE,two year,1740.8,25.65,64,48+,False,Credit card (automatic),,,,25.65,0,2022-12-04
4039-HEUNW,month-to-month,3436.1,96.5,36,24-48,True,Electronic check,,,,96.5,0,2022-12-11
1194-HVAIF,month-to-month,2462.55,95.0,27,24-48,False,Credit card (automatic),0.0,1.0,28.0,95.0,0,2022-12-16
0812-WUPTB,month-to-month,70.85,70.85,1,0-6,True,Mailed check,,,,70.85,0,2022-12-27
3594-UVONA,one year,3110.1,85.95,35,24-48,True,Credit card (automatic),,,,85.95,0,2022-12-14
0004-TLHLJ,month-to-month,280.85,73.9,4,0-6,True,Electronic check,,,,73.9,0,2022-12-04
1767-TGTKO,month-to-month,411.75,45.45,8,6-12,False,Electronic check,,,,45.45,0,2022-12-24
8439-LTUGF,month-to-month,198.6,20.0,10,6-12,False,Credit card (automatic),,,,20.0,0,2022-12-14
8805-JNRAZ,month-to-month,103.7,49.2,2,0-6,False,Mailed check,,,,49.2,0,2022-12-24
5089-IFSDP,two year,6144.55,109.45,58,48+,True,Bank transfer (automatic),,,,109.45,0,2022-12-25
6418-HNFED,two year,4089.45,83.25,51,48+,False,Credit card (automatic),,,,83.25,0,2022-12-27
0206-OYVOC,two year,864.2,19.25,46,24-48,False,Mailed check,,,,19.25,0,2022-12-16
7291-CDTMJ,month-to-month,19.65,19.65,1,0-6,False,Bank transfer (automatic),,,,19.65,0,2022-12-05
7128-GGCNO,month-to-month,3249.4,72.8,46,24-48,False,Bank transfer (automatic),,,,72.8,0,2022-12-12
0237-YFUTL,month-to-month,5405.8,109.65,50,48+,False,Bank transfer (automatic),,,,109.65,0,2022-12-12
7691-KGKGP,month-to-month,3363.8,65.0,53,48+,False,Credit card (automatic),,,,65.0,0,2022-12-27
6710-HSJRD,month-to-month,7132.15,114.1,61,48+,False,Electronic check,,,,114.1,0,2022-12-23
3675-EQOZA,month-to-month,93.55,20.65,5,0-6,False,Bank transfer (automatic),1.0,1.0,52.0,20.65,0,2022-12-07
0840-DCNZE,one year,4138.9,86.95,47,24-48,False,Bank transfer (automatic),,,,86.95,0,2022-12-24
1732-FEKLD,one year,5121.75,94.75,54,48+,False,Bank transfer (automatic),,,,94.75,0,2022-12-13
9862-KJTYK,month-to-month,566.1,25.35,19,12-24,False,Credit card (automatic),,,,25.35,0,2022-12-08
0479-HMSWA,two year,2715.3,105.45,26,24-48,False,Electronic check,,,,105.45,0,2022-12-26
5854-KSRBJ,two year,1782.05,25.4,70,48+,False,Mailed check,,,,25.4,0,2022-12-27
0365-BZUWY,month-to-month,1742.5,102.55,17,12-24,False,Electronic check,,,,102.55,0,2022-12-09
4817-VYYWS,month-to-month,2983.8,100.2,30,24-48,True,Electronic check,0.0,1.0,37.75,100.2,0,2022-12-20
5701-SVCWR,month-to-month,24.0,24.0,1,0-6,False,Mailed check,1.0,0.0,47.0,24.0,0,2022-12-19
3129-AAQOU,two year,485.9,25.6,19,12-24,False,Mailed check,,,,25.6,0,2022-12-24
4922-CVPDX,two year,1905.7,73.5,26,24-48,False,Credit card (automatic),,,,73.5,0,2022-12-14
1396-QWFBJ,month-to-month,1565.7,74.05,21,12-24,True,Bank transfer (automatic),,,,74.05,0,2022-12-02
1357-BIJKI,one year,4858.7,98.25,50,48+,False,Electronic check,,,,98.25,0,2022-12-28
1099-BTKWT,one year,3723.65,54.4,68,48+,False,Electronic check,,,,54.4,0,2022-12-26
5299-SJCZT,month-to-month,298.35,101.55,3,0-6,True,Bank transfer (automatic),,,,101.55,0,2022-12-27
2018-PZKMU,month-to-month,970.45,103.1,9,6-12,False,Electronic check,,,,103.1,0,2022-12-14
7340-KEFQE,two year,1782.0,34.2,51,48+,False,Bank transfer (automatic),,,,34.2,0,2022-12-01
4570-QHXHL,month-to-month,405.7,43.75,9,6-12,False,Electronic check,,,,43.75,0,2022-12-28
2403-BCASL,one year,4534.9,111.95,41,24-48,True,Electronic check,,,,111.95,0,2022-12-14
7392-YYPYJ,month-to-month,2415.95,100.65,22,12-24,False,Electronic check,,,,100.65,0,2022-12-19
2898-LSJGD,one year,1157.05,55.95,21,12-24,True,Electronic check,1.0,1.0,32.0,55.95,0,2022-12-28
2223-GDSHL,two year,8297.5,116.05,71,48+,False,Bank transfer (automatic),,,,116.05,0,2022-12-24
7359-PTSXY,month-to-month,45.75,45.75,1,0-6,True,Electronic check,3.0,2.0,43.6,45.75,0,2022-12-23
9470-RTWDV,one year,2083.1,82.0,26,24-48,False,Credit card (automatic),1.0,2.0,39.33,82.0,0,2022-12-09
2176-OSJUV,two year,4681.75,65.15,71,48+,False,Bank transfer (automatic),,,,65.15,0,2022-12-11
9348-YVOMK,month-to-month,176.2,44.8,4,0-6,False,Credit card (automatic),,,,44.8,0,2022-12-28
8104-OSKWT,month-to-month,1001.2,79.8,12,12-24,False,Electronic check,,,,79.8,0,2022-12-12
4521-YEEHE,month-to-month,1594.75,88.85,18,12-24,False,Electronic check,,,,88.85,0,2022-12-07
4090-KPJIP,month-to-month,212.4,74.95,3,0-6,False,Electronic check,,,,74.95,0,2022-12-11
3786-WOVKF,one year,7677.4,106.85,72,48+,False,Bank transfer (automatic),,,,106.85,0,2022-12-15
4503-BDXBD,month-to-month,815.5,74.95,11,6-12,True,Electronic check,,,,74.95,0,2022-12-19
